proof,name,type
"Hi:Im an American citizen, currently in Manila. I seek a relationship with a lady, are you single? Email me: carsonjace20@gmail.com",False,others
"Sign up and get free 20P! https://ssur.cc/kWgLgwL Daily lucky wheel: Highest Jumbo Prize = iPhone 13 Pro Max or 37,888PHP",False,platform
" vyvz3456@gmail.com, Beloved, contact my email, thanks",False,others
"Inaantay kita sa Global Coin, bilisan at sumali https://t.co/6SrH0EExIp",False,others
,False,others
,False,casino/gambling
,False,platform
,False,money
,False,free
,False,free
,False,unclaimed bonus
,False,raffle/play
,False,raffle/play
,False,raffle/play
,True,claiming
,False,others
https://docs.google.com/spreadsheets/d/13ZTA8_nhAGGjyF8xM4lNiRnGbW0Cl8g78hDbjI2RAls/edit?fbclid=IwAR30dQ5lzaumBIOoI7G-3OfeD7Bnmwv1qaJCnBIBTb52-KRVLegVvrILml4#gid=1884699857&range=A423:C423,False,casino/gambling
https://docs.google.com/spreadsheets/d/13ZTA8_nhAGGjyF8xM4lNiRnGbW0Cl8g78hDbjI2RAls/edit?fbclid=IwAR30dQ5lzaumBIOoI7G-3OfeD7Bnmwv1qaJCnBIBTb52-KRVLegVvrILml4#gid=1884699857&range=D423:F423,False,casino/gambling
https://docs.google.com/spreadsheets/d/13ZTA8_nhAGGjyF8xM4lNiRnGbW0Cl8g78hDbjI2RAls/edit?fbclid=IwAR30dQ5lzaumBIOoI7G-3OfeD7Bnmwv1qaJCnBIBTb52-KRVLegVvrILml4#gid=1884699857&range=G423:I423,True,not specified
https://docs.google.com/spreadsheets/d/13ZTA8_nhAGGjyF8xM4lNiRnGbW0Cl8g78hDbjI2RAls/edit?fbclid=IwAR30dQ5lzaumBIOoI7G-3OfeD7Bnmwv1qaJCnBIBTb52-KRVLegVvrILml4#gid=1884699857&range=J423:L423,True,others
https://docs.google.com/spreadsheets/d/13ZTA8_nhAGGjyF8xM4lNiRnGbW0Cl8g78hDbjI2RAls/edit?fbclid=IwAR30dQ5lzaumBIOoI7G-3OfeD7Bnmwv1qaJCnBIBTb52-KRVLegVvrILml4#gid=1884699857&range=M423:O423,False,job offer
https://docs.google.com/spreadsheets/d/13ZTA8_nhAGGjyF8xM4lNiRnGbW0Cl8g78hDbjI2RAls/edit?fbclid=IwAR30dQ5lzaumBIOoI7G-3OfeD7Bnmwv1qaJCnBIBTb52-KRVLegVvrILml4#gid=1884699857&range=P423:R423,False,casino/gambling
https://docs.google.com/spreadsheets/d/13ZTA8_nhAGGjyF8xM4lNiRnGbW0Cl8g78hDbjI2RAls/edit?fbclid=IwAR30dQ5lzaumBIOoI7G-3OfeD7Bnmwv1qaJCnBIBTb52-KRVLegVvrILml4#gid=1884699857&range=S423:U423,False,not specified
"Mag-claim ng 5500 na bonus at 3% cash rebate ngayon [full name],upang manalo ng milyun-milyong bonus sa W.P5US! In4AvA7qLl0= w3nn3gpl5s.com/M5lyon",True,unclaimed bonus
i.deaI'Choice': 'Sa'isang'd*posit'baka'makha'ng'higit'5k'pes*s'b0nus' http://phgaming.xyz/pky '24H'i*mediate'C*sh'In/Out',False,money
,True,money
,False,others
,False,job offer
,False,rewards
,False,platform
,False,platform
,False,platform
,False,work
,False,products
,False,products
,False,loan/bank
,False,loan/bank
,True,platform
,False,casino/gambling
,False,casino/gambling
,False,others
,False,casino/gambling
,False,not specified
,False,casino/gambling
"Wow, Makakatanggap ka ng hanggang 5999 cash! Pumunta |ang sa website na ito: http://mplay2.com  at maglaro on|ine Ca-si-no",False,casino/gambling
Good News! You can watch it for free 24/7 live pretty dealers! Sign up Now at philnewz.com/promo and get your FREE 60p,False,others
"(FULL NAME), Para mabigyan ka ng pang matgal na kita, magbukas ng account at may 600p http://931ccx.com",True,platform
"(FULL NAME), Kasama na lahat ng kailangan sa mybitglobal, pinduting ang http://nuob0p7g.com at may 10",True,not specified
"(FULL NAME), Mga tao gumamit ng aking paraan kumita ng 1000, idownload at sabihin ko kung paano http://ox4xtu.com",True,others
"(FULL NAME), Gamit ang kamay, endless and pera! Sumali ngayon at may regalo http://nuob0p7g.com",True,free
"Good News buddy! Register now and get Free60p! 100% Deposit rebate! egamesph.com/login -Prettydealer, CQ9, SA AND MORE-",False,raffle/play
Just saw a guy win PHP1.2 MILLION sa jackpot sa PAGCOR-licensed na S5.com Naalal kita! Go.S5.com/news,False,others
"(FULL NAME), Basta may account may 280,000P! Dito sa https://fxtrade.onelnk.me/OCGP/61288540",True,others
"Mabilis na transaksyon, mybitglobal ang tuturo ng daan, idownload na ang address https://t.co/ZbsQuUD37A",False,not specified
Matapos may manalo ng 39.6Million sa bit.ly/BingoPlus1 umabot agad ng 5.6M ang jackpot for only 1Peso! Register and get free40PHP. Easy cash in/out via gcash,False,casino/gambling
"Ka-bingo, 6.6M ang pwede mong mapanalunan. May free 40P to play at but.ly/Bingo_PlusPH after sign-up. 1P lowest bet. May weekly and monthly bonus din. Play now!",False,casino/gambling
"I won P1,166,600 playing baccarat at S5. Got paid out the same day. That's S5 SWERTE! PAGCOR-licensed. Join now: go.s5.com/r",False,others
"Looking forward doon, benepisyo ng mga bago, magbukas ng account at may 10 http://u3mwdy.com",False,money
 ,False,others
,False,casino/gambling
,False,unclaimed bonus
,False,unclaimed bonus
,False,free
,False,loan/bank
,True,others
,False,casino/gambling
,False,online shopping
,False,casino/gambling
,False,not specified
,False,online shopping
,False,others
,False,casino/gambling
,False,platform
,False,loan/bank
,False,products
,False,money
,False,casino/gambling
,False,online shopping
,False,others
,False,raffle
,False,raffle
,False,others
,False,job offer
,False,job offer
,False,job offer
,False,casino/gambling
,False,job offer
,False,job offer
,False,job offer
,False,job offer
,False,casino/gambling
,False,job offer
,False,raffle/play
,False,job offer
,False,job offer
,False,raffle/play
,False,raffle/play
,False,raffle/play
,False,raffle/play
,False,job offer
,False,job offer
,False,job offer
,False,job offer
,False,casino/gambling
,False,money
,False,online games
,False,not specified
,False,job offer
,False,job offer
,False,job offer
,False,job offer
,False,job offer
,False,job offer
,False,claiming
,False,email
,False,job offer
,False,claiming
,False,casino/gambling
,False,casino/gambling
,False,others
,False,deposit scam
,False,others
,False,others
,False,work
,False,job offer
,False,job offer
,False,job offer
,False,globe
,False,money
,False,not specified
,False,email
,False,casino/gambling
,False,globe
,False,money
,False,casino/gambling
,False,casino/gambling
,True,online games
,False,not specified
,False,casino/gambling
,False,raffle/play
,False,others
,False,casino/gambling
,False,
,True,claiming
Row 469 - Proof,False,loan/bank
Row 469 - Proof,False,others
Row 469 - Proof,False,products
Row 469 - Proof,False,others
Row 469 - Proof,False,claiming
Row 469 - Proof,False,others
Row 469 - Proof,False,others
Row 469 - Proof,False,not specified
Row 469 - Proof,False,not specified
Row 469 - Proof,False,not specified
Row 469 - Proof,False,casino/gambling
Row 469 - Proof,False,others
Row 469 - Proof,False,products
Row 469 - Proof,False,others
Row 469 - Proof,False,loan/bank
Row 469 - Proof,False,others
Row 469 - Proof,False,money
Row 469 - Proof,False,casino/gambling
Row 469 - Proof,False,not specified
Row 469 - Proof,False,job offer
Row 469 - Proof,False,others
Row 469 - Proof,False,others
Row 469 - Proof,False,others
Row 469 - Proof,False,products
Row 469 - Proof,False,products
Row 469 - Proof,False,others
Row 469 - Proof,False,platform
Row 469 - Proof,False,loan/bank
Row 469 - Proof,False,loan/bank
Row 469 - Proof,False,products
Row 469 - Proof,False,others
Row 469 - Proof,False,casino/gambling
Row 469 - Proof,False,products
Row 469 - Proof,False,others
Row 469 - Proof,False,casino/gambling
Row 469 - Proof,False,others
Row 469 - Proof,False,others
Row 469 - Proof,False,products
Row 469 - Proof,False,others
,False,platform
,False,others
,False,online shopping
,False,others
,True,loan/bank
"[ PHBET ] The most popular online casino with 24h immediate cash in/out https://superwin.quest/0Ri Lucky Wheel: up to 100,000PHP everyday!",False,casino/gambling
Maglaro ngayon (real name ko) sa patok na Online Game ang Winning plus! makakakuha ka ng 5499 at 3% sa bawat deposito! Q7s4G/pdPrE= w5npl7s777.com/777,True,online games
,False,others
,False,work
"Iniimbita kita na maglaro at i-enjoy ang weekend only here at accasino12.com/login Register & get P60, EASY WIN lang dto. Isama na ang pamilya!",False,raffle/play
Maglaro ngayon [name] sa patok na Online Game ang Winning plus! makakuha ka ng 5499 at 3% sa bawat deposito! F8bpY8uJwMg=w5npl7s777.com/777,True,online games
"Super casi'no and Grand events, Get exclusive B0NUS of UP to P9000 oonce you cash in! Ano pang inaantay? Tara na! http://doplay1.com",False,casino/gambling
Hello. I was trying to call you earlier for an urgent matter but it is not going through. Pls contact me here: soniasaavedra1937@gmail.com Thank you,False,not specified
"WELCOME BONUS: 201 GET 201, 1001 GET 1001, 5000 GET 5000. *24/7 Immediate Cash In/Out More http://t-t.ink/0ebm2",False,others
May nanalo na ng mega jackpot worth 39.6Million for only 1peso! try mo na rin at manalo sa bit.ly / BINGOPLUS1 Free40PHP after sign-up. Easy cash in/out via Gcash,False,casino/gambling
"Just sign-up and you have FREE P40 to PLAY. And get a chance to WIN up to 5.9M, Only P1 per bet. You'll be the next MILLIONAIRE. Join now! bit.ly / BINGOPLUS_PH",False,casino/gambling
"Isang pindot may account na, nakahigang kumikita ng pera, idownload ang Global Coin Trading https://t.co/FRrSPIxHzR",False,others
"WELCOME BONUS: 204 GET 204, 1004 GET 1004, 5000 GET 5000. *24/7 Immediate Cash In/Out More https://reurl.cc/aGrrOQ",False,others
Happy Monday! First day of the month! as of now 6.2M Jackpot prize and still 1p per bet! Register now and get a free 40p. Play now! bit.ly / BingoplusPHAPP,False,casino/gambling
Makakatanggap ka ng 5000 cash Pumunta lang sa website na ito bit.ly/wordpress20221 at e click ang google ads na inyong makikita sa kahit anong page ng site,False,others
"[FULLNAME]Sikreto ko sasabihin! Mabilis kumita ng ¤20,000 dito https.// t.hxfxph.com/z4rba",True,others
Enjoy 67% OFF Best Quality Multi-Function 4-in-1 Non-Stick Pan bit./ly/ShopeeNonStickPan sa mga hindi nakaabot ng 8.8 SALES dito nalang kayo habol dali! Shop now,False,online shopping
You have never seen such a strong ironing machine! Goodbye ngalay Hi easy plantsa na sa mga damit! 47% OFF discount plus FreeShipping! bit./ly/LAZADABIGSALES,False,online shopping
"HELLO:Greetings,been trying to reach you for an important issue, pls do contact me only through this email address for details (gherinfo9@gmail.com)Mrs Angelina",False,others
"[FULLNAME],Malapit na maexpire ang 600p sa account mo, pindutin para kunin http:// bitglobalgood.com",True,others
"BONUS HERE

LUCKY GOLDEN EGG P8888
DAILY BONUS P10,000+
FIRST DEPOSIT 120x CASHBACK
MONEY SHOWER $9M
5% cashback

lodibet123.com
lodibet123.com",False,others
"Buddy! Try your luck here! 2.6M JACKP0T PRIZE! You might be the next millionaire! Register now and get FREE 60P, luckyphil.com/login will have SAB0NG Soon,",False,free
Nasa Pilipinas na ang W.PLUS! SUMALI PARA MANALO NG INSTANTLY 5500 BONUS AT 3% CASH BACK! sa bawal Deposito! PMgaQlbmPw4= 7in3plus.com/Sw3rt3,False,not specified
"Mag-claim ng 5500 na bonus at 3% cash rebate ngayon , upang manalo ng milyun-milyong bonus sa W.P5US! PMgaQlbmPw4= w3nn3gpl5s.com/M2l2k2ng-M2y2m2n",False,money
"""BONUS HERE

-LUCKY DRAW P8888 (Register
-120x CASHBACK (First Deposit
-MONEY SHOWER $9M
-LODICUP $2.1M
-MORE..

lodibet123.com
lodibet123.com
""",False,others
Up T0 5K PHP Wel-c0m BO1n'u.s with 24/7 CA*s-h In/O.ut http:// abgaming.quest/7Qk W/i/N BlG C.'@.S*'H  NOW!,False,others
,False,claiming
,False,money
,False,deposit scam
,False,products
,False,passive income
,False,email
,False,products
,False,others
,False,raffle/play
,False,casino/gambling
,False,casino/gambling
,False,casino/gambling
,False,casino/gambling
,False,email
,False,casino/gambling
,False,money
,False,casino/gambling
,False,products
,False,casino/gambling
,False,raffle/play
,False,others
,False,casino/gambling
,False,casino/gambling
,False,casino/gambling
"<name>,Red envelope ng mga bago dumating na, pinduin para kunin ang ¤10 http://9dv1t8.com",True,others
Complete poker tournaments with millions of players all over the world!  usx19.com,False,others
6.4m jackpot daw. texted a link bit.ly/BingoplusPH-APP,False,casino/gambling
,False,others
,False,money
,False,money
,False,job offer
,False,casino/gambling
,False,online games
,False,casino/gambling
,False,job offer
,False,money
,False,casino/gambling
,False,others
,False,others
,False,money
"Txxxxxx Lxxxxxx, Maglaro ng Roulette at Manalo ng IPHONE 14 PRO MAX! Mag-sign up at mag-claim ng 5477+ bonus at umiikot w777np777.com/14PROMAX",True,others
"Txxxxxx Lxxxxxx, Maglaro ng Roulette at Manalo ng IPHONE 14 PRO MAX! Mag-sign up at mag-claim ng 5477+ bonus at umiikot w777np777.com/14PROMAX",True,others
Hindi mo na kailangan lumayo para maghanap ng pagkakaaliwan. Chill ka lang jan sa bahay mo at maglaro nito! amped.ph/home Register kana at may FREE 60p ka pa!,False,platform
"The[-Big'ge'st-] PH [-On-line-] [-G @ me's-]with-24/7-C @'s.h-In/Out http://phgaming.xyz/Cc7 300[-G.ET-]300, 3000[-GE.T-]3000",False,platform
Mauna sa ibang tao at magbukas ng account at makakakuha ka ng ¤10 http://6hlm5p.com,False,platform
Payday naman! Sarap! Pero mas masarap kung papalaguin mo yan sa amped.ph/home. May free 60P ka + Milyon jackpot prize! Laro na buddy,False,platform
"2022 Best On|ine CAS1N0 & S|ot
Ranking: NO.1
Free B0NUS & Daily sa|ary http://pbplat.com",False,casino/gambling
,False,others
,False,others
,False,others
,False,others
,False,claiming
,False,casino/gambling
"Nauubusan ka ng pera? Lumapit sa akin, magrehistro at may 600p cash http://3lfue4.com",False,loan/bank
"Magic money making APP, pindutin para magbukas ng account at makakuha ng ¤10 http://h9juf7.com",False,others
Sawa kana ba mag Sana all? Don't worry! We got you covered! Lodi 291 Gaming!  Up to 55% commission with an extra 10% pa Bonus!  http://fdsv02.co,False,platform
"The Fastest Aut-omated Gam-ing Plat-form.
Cl@im ur 5% Bo-nus
Min CI 100
Re-gister now!
https://bit.ly/vipmgc88
",False,platform
Maglaro ngayon ANGELA MARIE T. sa patok na Online Game ang Winning plus! makakakuha ka ng  5499 at 3% sa bawat deposito! Qqe5Jd5iVTk= 3impt5s.com/Bagong-Panalo,True,online games
"WELCOME B0NUS!
NEW SL0TS MACHINES!
DAILY FREE EVENTS N LUCKY DRAW TOO!
THOUSANDS PLAYERS ONLINE!
FREE PES0 UPON S1GN UP!

web: https://bit.ly/3zxd3SD",False,online games
"Totoong pera sa So|aire,  makakakuha ka ng 100% sa unang DEP0SIT mo, Big-win! http://doplay1.com",False,casino/gambling
"The most professional slot machine betting platform in the Philippines http://superslots.beauty/TcZ Lucky Wheel: up to 100,000PHP everyday!",False,online games
Makakatanggap ka ng hanggang 5000 cash! Pumunta lang sa website na ito: http://pbplat.com at maglaro 0n|ine Sl0t.,False,online games
"Angela T***,Sincerely inviting you, magrehistro at may 600p http://aq63xi.com",True,online games
"Angela T***** Dear, magrehistro at may 600p panglaro, pindutin para kunin http://casjp3.com",True,casino/gambling
"Boss,Pinakamahusay na Platform ng Mga Slot! Unang deposito ng 100% na bonus hanggang 58,888P. Mag-sign up ngayon  http://fdsv08.site",False,casino/gambling
"ANGELA MARIE T.,Sumali at makakuha ng cash! Maglaro at kumita http://gcxvd2ny.com",True,online games
"Congratulations!
Your. No had won! PHP550,000.00
BY:KOPIKO MAG-KAPERA 4. To claim.
Please send Your. Complete
NAME:
AGE:
ADD:
WORK:
DTI#4826s'2022
Thank you!",False,claiming
"Totoong pera sa tongits, Dito sa LODI, makakakuha ka ng 50% sa unang deposit mo.  http://fdsv05.site",False,online games
Limited Time Only! http://betting.pics/Apo 50% Daily UNLI Deposit Bonus. the upper limit of a single bonus is 10000PHP,False,others
"Kami ay opisyal na partner ng J.I.L.I SIots sigua do at maasahan http://gaming63.xyz/Bct 10,000PH.P Daily UNLI Dep0sit Bo.nus with 24/7 Cash In/Out",False,casino/gambling
Limited Time Only! http://pbgaming.beauty/cSG 50% Daily UNLI Deposit Bonus. the upper limit of a single bonus is 10000PHP,False,online games
"Ipanalo ang Golden Eggs Challenge and win Millions! 
Dito lang sa egamesph.com/promo
CQ9,JDB,SA and more RTG ",False,online games
"ANGELA MARIE T.Nanalo ka ng ¤2,000, pindutin pata kunin https://fxtrade.onelink.me/OCGP/27347ace",True,claiming
The Most POPULAR GAME PLATFORM HAVE MORE NEW PROMO ! Register now FOR Free 100% CASHBACK UP TO 3000 peso N 50 WELCOME BONUS! t1bet4you.com/WEEKED,False,money
"In just one TAP of your finger you can WIN BIG PRIZES and LOT OF MONEY, REGISTER NOW and GET 100% BONUS UP TO 3000p. t1bet4you.com/EXTRA",False,platform
"hottest online games poker  slots and P3,OOO bonus everday http://pinasbet1.com/21Ca8b  24/7 Immediate Cash In/Out",False,online games
"Dear Valued Customers, Welcome Back To Claim Your Rebate. JILI And FC Jackpot Is Waiting For You Here At www.jiliasia7.com",False,casino/gambling
}Gusto mo ba palaguin ang 1000 pesos mo? Okbet｛https://bcort.ru.com｝,False,online games
"Good day, 5.5M JACKP0T PRIZE! 1p L0WBET! Easy Game & Easy CA$H Out! Register now and get Free 40p! larobingo.com/LegitAPP",False,casino/gambling
"WELCOME BONUS: 201 GET 201, 1001 GET 1001, 5000 GET 5000. *24/7 Immediate Cash In/Out More https://cutt.ly/6ZakoMg",False,others
"Win Mercedes Benz and hit the jackpot up to 8 million pesos. Register now and get free 1,777 Pesos. URL: https://bit.ly/3PED72I Web: https://bit.ly/3BhNSUq",False,not specified
"Para sa limitado lamang  mkha ng P5,000 bonus Magister n po kyo http://t-t.ink/0faaq 100 GET 100, 1000 GET 1000, 2000 GET 2000, 24/7 Immediate Cash In/Out",False,others
Do you have dreams of working abroad? I have good news for you. Kindly reply on my Email now for details: rp339946@gmail.com,False,work
"ANGELA MARIE T.May nakaipon ng ¤10,000; bakit hindi ka sumali kapag may pera ka na?https://t.co/CMOvoj3owH",True,claiming
"Did you know? 
BingoPlus now has BingoRush? 
1p to play! 15/26 balls to get JP
cutt.ly/BING0PLUSPH 
Join now and get Free 10 cards!",False,casino/gambling
,True,raffle/play
"<CDEX> Cryptocurrency Exchange focusing to Asian Market. Bitcoin bottom out, target price 25,000. Take the chance to enter NOW!! More details, please, please visit :ht (hanggang ht lang yung message hahaha hindi tapos)",False,money
BONUS NOTICE - LUCKY DRAW P8888 (Register - 120x CASHBACK(First Deposit -MONEY SHOWER $9M -LODICUP $2.1M -MORE.. lodibet678(dot)com,False,money
Kumita gamit ang iyong cellphone sa pamamagitan lamang ng pag-sign up at makakuha agad ng 60p! 4z85(dot)short(dot)gy/join Best Casino,False,casino/gambling
"Deposit and Earn up to 300 reward. One click to register. Come and get!! More details, please visit: link",False,deposit scam
"Last minute deals available now for parttime seekers! you can earn up to 20,000 monthly
click:bit.ly/3S3d4Dd",False,job offer
Manalo ng IPHONE 14 PRO MAX Angela ***** sa paglalaro ng Roulette! Sign-up at Iclaim ang iyong 5477+ Bonus.  w777np777.com/14PROMAX,True,casino/gambling
"Wow ! Totoong pera sa 0kada, makakakuha ka ng 108% sa unang cash-in mo, join now!
http://jplay2.com",False,others
"Hi we are MGCLUB! 
Onl1ne Gam!ng Platf0rm currently looking for VIP cas!no players.
PAGCOR LICENSED
register here
https://bit.ly/vipmgc88",False,casino/gambling
,True,others
,False,others
,False,casino/gambling
,False,others
,False,others
,True,money
,False,online shopping
,False,others
,False,globe
,False,others
,False,others
,False,others
,False,work
,False,others
,False,work
,False,raffle/play
,False,passive income
,False,deposit scam
,False,work
,False,passive income
,False,work
,False,work
,False,platform
,False,work
,False,passive income
,False,work
,False,work
,False,loan/bank
,False,passive income
,False,work
,False,products
,False,online games
,False,work
,False,job offer
,False,claiming
,False,others
,False,work
,False,others
,False,others
,False,others
,False,work
,False,work
,False,job offer
,False,work
,False,work
,False,online shopping
,False,money
,False,claiming
,False,others
,False,job offer
,False,rewards
,False,raffle
,True,rewards
,False,money
,True,money
,False,products
,True,claiming
,False,products
,False,others
,False,job offer
,False,rewards
,False,others
,False,loan/bank
,False,free
,False,raffle/play
,False,online games
,False,casino/gambling
,True,others
,False,gcash
,True,not specified
"(Name), Maglaro ng Libreng Spin tuwing weekend na may 1PH0N3 P20 M2X! Sumali at makakuha ng 5177 at 3% remittance! M9XOso6oXvY= w1ptu.com/I43R02U",False,free
"Bitcoin bottom out, target price ¤25,000. Take the chance to enter NOW!! More details, please visit:https://cdex.onelink.me/KTp6/reward",False,others
"Limited time para kunin, magrehistro at may libreng 600p, halika at magbukas ng account http://t9gaxh.com",False,claiming
,False,others
,False,others
,False,not specified
,False,others
,False,not specified
,False,money
,False,products
,False,not specified
"Ito ang pinakamagandang paraan , araw araw pa ang kita! Sali na!!! http://fdsv04.contact",False,casino/gambling
Hindi na-claim ang libreng bonus   http://fdsv02.contact,False,money
Makakuha ng IPHONE 14 PRO MAX sapaglalaro ng Roulette  Register Now at makareceive ng 5477+ Bonus.  wwin7plus.com/14PROMAX,True,platform
Sign up and Join the Most trust onl1ne Cas1no platform for various promotions and raffles @  Pbet.ph,False,casino/gambling
"<CDEX> Cryptocurrency Exchange focusing to Asian Market. Bitcoin bottom out, target price ¤25,000. Take the chance to enter NOW!! More details, please visit: ht",False,money
"Puro ka trabaho, laro ka naman! Ako nga pala si JB, JBubuo ng araw mo. Free 60P for first signup amped.ph/join",False,platform
"The[-Big'ge'st-] PH [-On-line-] [-G @ me's-]with-24/7-C @'s.h-In/Out http://phgaming.xyz/Cc7 300[-G.ET-]300, 3000[-GE.T-]3000",False,platform
Mauna sa ibang tao at magbukas ng account at makakakuha ka ng ¤10 http://6hlm5p.com,False,platform
Maglaro <NAME> ngayong weekend at manalo ng IP.PRO14M3X at 5177 Bonus! 3% rebate sa bawat deposit! FNLVUytf2B8= wningp22lus.com/777LIFE,True,raffle/play
"WIN ALOT OF JACKP0TS EVERYDAY ! Super s|ot, bacarat Get bonus up to P6666 after you cash-In,  c|ick: http://kplay2.com",False,raffle/play
Walang ka pagod pagod na mga promotion ay aming hatid sa inyo. Kaya magparehistro na!  http://fdsv03.co,False,job offer
"EARN AT THE COMFORT OF YOUR OWN HOME

CLICK THE LINK IF INTERESTED ONLY :

m.me/JGC09Onlinehub

MUST HAVE FB ACCOUNT/ ANDROID IOS /INTERNET/DATA.",False,work
"We are offering you a fund with low interést ràte per month, from 30k to 2M loànable amoúnt. Reply YES if interested. Thanks",False,money
"Totoong pera sa So|aire,  makakakuha ka ng 100% sa unang DEP0SIT mo, Big-win! http://jplay2.com",False,money
"Last minute deals available now for parttime seekers! you can earn up to 20,000 monthly click :bit.ly/ptw668",False,others
"Claim free bonus up to 2,000, Don't miss this opportunity because it's limited, join now:bit.ly/ptw668",False,claiming
Makakatanggap ka ng hanggang 5000 cash! Pumunta lang sa website na ito: http://pbplat.com at maglaro 0n|ine Sl0t.,False,raffle/play
"Dear! Magrehistro at makakuha ng 100,000p, isang pindot para magrehistro http://1f2589.com",False,raffle/play
"Wow, Makakatanggap ka ng hanggang 5999 cash! Pumunta |ang sa website na ito: good122.com  at maglaro on|ine Ca-si-no",False,casino/gambling
"Bigyan kita libreng 6000p capital, pindutin at magbukas ng account para kunin http://u3mwdy.com",False,platform
New PH Game Platform Online ! Let Play U Prefer Game AND WiN BIG CasH! Register Now  FREE 178 BONUS. ONLY AT cod11.cc,False,platform
Nasa Pilipinas na ang W.PLUS! SUMALI PARA MANALO NG INSTANTLY 5500 BONUS AT 3% CASH BACK! sa bawat Deposito! FNLVUytf2B8= 7in3plus.com/Sw3rt3,False,money
"4 na pirasong SOLAR LIGHTS sa halagang 1,499.

Click mo eto para bumili --> https://s.lazada.com.ph/s.UrR50

Yes! Apat na piraso ! Dahil naka SALE siya ngayon!

100 watts bawat isa, 400 watts total watts ng 4 na piraso.. Good deal sobrang tipid !!

3 modes siya :
STEADY LIGHTS
SENSOR LIGHTS
DIM LIGHTS",False,products
"To <NAME>
 ""Manny Villar awaits release of tax declarations for Vista Mall""
For more news, visit bilyonaryo.com and get Christmas Raffle",True,others
"Hey user, may P150 para sayo sa pag-invite ng 3 barkada mo! Pwede pang bumuo ng 30K/day from extra betting bonus. Try na bit.ly/JBGaming-PH",False,others
BEST ONL1NE CAS|NO pinaka trusted platform sa Pinas and meron daily bonus and bilis mg cash in/out 24/7. http://Pdplay1.com,False,casino/gambling
New PH Game Platform Online ! Let Play U Prefer Game AND WiN BIG CasH! Register Now  FREE 178 BONUS. ONLY AT cod11.cc,False,platform
0kada 0nline casi-no pinaka trusted platform sa Pinas and meron daily bonus and bilis mg cash in/out 24/7. https://bit.ly/3CDHbfV,False,casino/gambling
"GOOD DAY WE ARE ON SALE!

BUY 1 TAKE 1 SOLAR ALIKE CCTV--> https://s.lazada.com.ph/s.URNGL

BUY 1 TAKE 1 SOLAR INDOOR --> https://s.lazada.com.ph/s.URNuX

LAZADA BIG SALE!",False,products
NO.1 Legal na online game sa Pilipinas!   http://fdsv09.site,False,online games
Additional fund ba ang hanap mo? inquire na!!,False,money
Bukas pa PayDay Sales Pero nauna ng mag SALES si lazada ng Best product nya Micro Steam Iron! Buy 2 get 1 free + Free Shipping! bit.ly/LAZADAFREESHIPPING,False,others
"0 piraso na SOLAR LIGHTS sa halagang 1,999 grabeng BAGSAK PRESYO !!

Click mo eto bumili bago magkaubusan --> https://s.lazada.com.ph/s.UIJvH

PROMO TODAY ONLY

Bili na bago magkaubusan, bagsak presyong solar para sa kaligtasan ng pamilya, ilagay sa parking or garden para makaiwas magnanakaw sa gabi",False,products
"FREE 588PES0 DAILY! sl0ts, c0ckf1ghting, f1shing, LIVE CAS1N0 N MORE dont waste your long weekend! web:  https://bit.ly/3AQSgZO",False,casino/gambling
">Best Online Ca.sino 2022,Regis-ter Now Get 999P,https://bit.ly/3dAqk38",False,casino/gambling
Limited Time Only! http://pbgaming.site/L3z 50% Daily UNLI Deposit Bonus. the upper limit of a single bonus is 10000PHP,False,money
"Mayroon kang unclaimed top-up bonus, huwag palampasin ito  http://fdsv05.site",False,unclaimed bonus
Ang pinakamainit na slot machine ng Lodi online ay naghihintay sa iyo na manalo ng malaki  http://fdsv04.site,False,raffle/play
"Crazy weekend event! up to 18888 pes0 t0 be claimed! sl0ts, b1ackjack, baccarat N many m0re! web: https://bit.ly/3zXxCFR",False,others
Want to TASTE Winning the Million Jackpot with Only 1 pesos!?? Come Play Now  TO ONE HIT the MILLION CASH Jackpot!  ! What are you waiting for! Play now and 1 SECOND CASH OUT MILLIONS!  jijiph.com/ONEHIT,False,raffle/play
Are you in need of cash for your urgent needs? Apply for a Personal Cash Loan now! Be approved in 5 to 7 days.Call me,False,loan/bank
"WIN ALOT OF JACKP0TS EVERYDAY ! Super s|ot, bacarat Get bonus up to P6666 after you cash-In,  c|ick: http://kplay2.com",False,casino/gambling
Great News! You're the lucky winner of our limited Netflíx T-shirt and Mug. Just TYPE YES if you want to proceed. Thank you for choosing Globe Postpaid.,False,netflix
Want to TASTE Winning the Million Jackpot with Only 1 pesos!?? Come Play Now  TO ONE HIT the MILLION CASH Jackpot!  ! What are you waiting for! Play now and 1 SECOND CASH OUT MILLIONS!  jijiph.com/ONEHIT,False,casino/gambling
"Maglaro para Manalo ng Jili ng jackpot hanggang 8,888,888 php cash, mag register at sumali:bit.ly/3Swb7Ad",False,casino/gambling
"Bagong pinagkakaguluhan ngayon !
COLLAGEN FIRMING SLEEPING MASK !

CLICK HERE TO BUY --> https://s.lazada.com.ph/s.Unf0H

Kutis Artista ! Mag Collagen Mask na !",False,online shopping
"Salary or Business Loan?
Avail our promo 30kto2M.
For fast transaction. Call me",False,loan/bank
"Hi <NAME> , 
Nandito na ang best way para kumita ng datong!
Log in and receive 60P
philnewz.com/login",True,not specified
